date,Appliances,lights,T1,T2,T3,T4,T5,T6,T7,T8,T9,RH_1,RH_2,RH_3,RH_4,RH_5,RH_6,RH_7,RH_8,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,hour,day_of_week,dow_num,is_weekend,date_only,month
2016-01-11 18:40:00,230,70,19.9266666666667,19.3566666666667,19.79,18.89,17.1,6.19,17.2475,18.1,17.0,45.863333333333294,44.4,44.9,46.43,55.0,87.8666666666667,42.7175,48.59,45.29,5.96666666666667,734.366666666667,91.3333333333333,5.66666666666667,40.0,4.633333333333329,10.298728744965047,10.298728744965047,18,Monday,0,False,2016-01-11,January
2016-01-11 18:50:00,580,60,20.066666666666695,19.4266666666667,19.79,19.0,17.1,6.1233333333333295,17.53,18.066666666666695,16.89,46.3966666666667,44.4,44.8266666666667,46.43,55.0,87.9933333333333,44.26333333333329,48.6333333333333,45.29,5.98333333333333,734.4333333333329,91.1666666666667,5.8333333333333295,40.0,4.61666666666667,8.827837626449764,8.827837626449764,18,Monday,0,False,2016-01-11,January
2016-01-11 19:00:00,430,50,20.1333333333333,19.566666666666695,19.89,19.0,17.1,6.1233333333333295,17.8233333333333,18.066666666666695,16.9633333333333,48.0,44.4,44.9,46.363333333333294,55.09,88.59,45.4933333333333,48.56,45.29,6.0,734.5,91.0,6.0,40.0,4.6,34.35114233288913,34.35114233288913,19,Monday,0,False,2016-01-11,January
2016-01-11 19:10:00,250,40,20.26,19.73,19.89,19.0,17.1,6.0675,17.9633333333333,18.033333333333296,16.89,52.7266666666667,45.1,45.4933333333333,47.223333333333294,55.1633333333333,88.215,46.16,48.66666666666671,45.3266666666667,6.0,734.616666666667,90.5,6.0,40.0,4.51666666666667,19.205185910686847,19.205185910686847,19,Monday,0,False,2016-01-11,January
2016-01-11 19:20:00,100,10,20.4266666666667,19.8566666666667,20.033333333333296,19.0,17.1,5.9,17.9633333333333,18.1,16.89,55.893333333333295,45.83333333333329,47.5266666666667,48.6966666666667,55.5,88.1566666666667,45.533333333333296,49.19333333333329,45.345,6.0,734.733333333333,90.0,6.0,40.0,4.43333333333333,38.49207099992782,38.49207099992782,19,Monday,0,False,2016-01-11,January
2016-01-11 19:30:00,100,10,20.566666666666695,20.033333333333296,20.1,19.0,17.15,5.8,17.89,18.15,16.89,53.893333333333295,46.7566666666667,48.4666666666667,48.49,56.0425,88.3666666666667,44.9266666666667,49.2,45.3266666666667,6.0,734.85,89.5,6.0,40.0,4.35,24.88496210426092,24.88496210426092,19,Monday,0,False,2016-01-11,January
2016-01-11 19:40:00,90,10,20.73,20.1666666666667,20.2,18.9266666666667,17.1666666666667,5.72666666666667,17.76,18.23,16.89,52.66,47.223333333333294,48.53,48.1566666666667,56.49,88.15999999999998,44.2666666666667,49.6333333333333,45.29,6.0,734.966666666667,89.0,6.0,40.0,4.26666666666667,35.88092541322112,35.88092541322112,19,Monday,0,False,2016-01-11,January
2016-01-11 19:50:00,70,30,20.8566666666667,20.2,20.2,18.89,17.2,5.52666666666667,17.7,18.3566666666667,16.89,53.66,47.05666666666671,48.4475,47.963333333333296,56.933333333333294,87.29999999999998,43.7266666666667,50.0266666666667,45.29,6.0,735.0833333333329,88.5,6.0,40.0,4.18333333333333,49.59530474152416,49.59530474152416,19,Monday,0,False,2016-01-11,January
2016-01-11 20:00:00,80,30,20.89,20.2,20.2,18.963333333333296,17.2,5.3333333333333295,17.6666666666667,18.533333333333296,16.89,51.19333333333329,46.33,48.19333333333329,48.63,57.06,86.76,43.16,50.2,45.2,6.0,735.2,88.0,6.0,40.0,4.1,19.00175897171721,19.00175897171721,20,Monday,0,False,2016-01-11,January
2016-01-11 20:10:00,140,40,20.89,20.2,20.1666666666667,19.033333333333296,17.5933333333333,5.3333333333333295,17.6,18.6666666666667,16.89,49.8,46.0266666666667,47.6333333333333,49.5,70.7266666666667,87.4633333333333,42.69333333333329,50.26,45.2,6.0,735.233333333333,87.8333333333333,6.0,40.0,4.06666666666667,38.872261065989726,38.872261065989726,20,Monday,0,False,2016-01-11,January
2016-01-11 20:20:00,120,20,20.89,20.2,20.1666666666667,19.175,18.066666666666695,5.46666666666667,17.6,18.73,16.89,48.433333333333294,45.7225,47.3,49.9475,79.0,87.53,42.33333333333329,50.23,45.1266666666667,6.0,735.266666666667,87.6666666666667,6.0,40.0,4.03333333333333,46.73526155529544,46.73526155529544,20,Monday,0,False,2016-01-11,January
2016-01-11 20:30:00,190,40,20.963333333333296,20.26,20.2,19.26,17.6666666666667,5.5,17.5333333333333,18.8566666666667,16.89,47.6333333333333,45.53,47.0266666666667,49.6966666666667,79.73,86.9566666666667,42.0666666666667,50.29,45.1266666666667,6.0,735.2999999999998,87.5,6.0,40.0,4.0,10.6071260641329,10.6071260641329,20,Monday,0,False,2016-01-11,January
2016-01-11 20:40:00,110,40,21.033333333333296,20.29,20.26,19.323333333333295,17.6,5.56,17.6333333333333,18.89,16.89,47.0633333333333,45.223333333333294,46.8266666666667,49.16666666666671,79.2566666666667,86.56333333333329,43.6333333333333,50.1633333333333,45.06,6.0,735.3333333333329,87.3333333333333,6.0,40.0,3.9666666666666694,32.5836883042939,32.5836883042939,20,Monday,0,False,2016-01-11,January
2016-01-11 20:50:00,110,40,21.1,20.3566666666667,20.29,19.39,17.5666666666667,5.6233333333333295,17.76,18.963333333333296,16.89,46.59666666666671,44.963333333333296,46.6333333333333,48.4266666666667,78.3933333333333,86.33,43.6333333333333,50.03,45.0,6.0,735.366666666667,87.1666666666667,6.0,40.0,3.9333333333333296,6.277754798065871,6.277754798065871,20,Monday,0,False,2016-01-11,January
2016-01-11 21:00:00,110,30,21.1333333333333,20.4266666666667,20.29,19.39,17.76,5.763333333333329,17.8566666666667,19.0,16.89,46.06,44.76,46.433333333333294,48.19333333333329,82.45999999999998,86.06333333333329,43.46,49.76,44.9666666666667,6.0,735.4,87.0,6.0,40.0,3.9,13.3610334363766,13.3610334363766,21,Monday,0,False,2016-01-11,January
2016-01-11 21:10:00,110,20,21.2,20.5,20.39,19.39,18.3566666666667,5.65666666666667,17.79,19.066666666666695,16.89,45.8,44.76,46.223333333333294,47.8,82.59,85.59,43.4,49.7,44.9,5.93333333333333,735.466666666667,87.1666666666667,6.0,40.0,3.86666666666667,19.305704627186056,19.305704627186056,21,Monday,0,False,2016-01-11,January
2016-01-11 21:20:00,100,30,21.29,20.533333333333296,20.39,19.39,18.3566666666667,5.53,17.89,19.1333333333333,16.89,45.9,45.09,46.09,47.56,70.99,85.73,43.79,49.6333333333333,44.79,5.86666666666667,735.533333333333,87.3333333333333,6.0,40.0,3.8333333333333295,0.6695166579447686,0.6695166579447686,21,Monday,0,False,2016-01-11,January
2016-01-11 21:30:00,100,20,21.3566666666667,20.6666666666667,20.39,19.39,18.6,5.43333333333333,17.89,19.2,16.89,45.8266666666667,45.1633333333333,46.09,47.5,62.43,86.32666666666668,43.79,49.433333333333294,44.79,5.8,735.6,87.5,6.0,40.0,3.8,19.11939785350114,19.11939785350114,21,Monday,0,False,2016-01-11,January
2016-01-11 21:40:00,100,20,21.39,20.7,20.39,19.4266666666667,18.6666666666667,5.5,17.89,19.23,16.89,45.69,45.06,46.09,47.9933333333333,59.03,86.59999999999998,43.7,49.4,44.7,5.73333333333333,735.6666666666669,87.6666666666667,6.0,40.0,3.7666666666666706,43.4845422860235,43.4845422860235,21,Monday,0,False,2016-01-11,January
2016-01-11 21:50:00,100,20,21.5,20.7,20.39,19.566666666666695,18.823333333333295,5.59,17.865,19.29,16.89,45.33333333333329,44.933333333333294,46.06,48.4666666666667,56.7266666666667,86.46666666666668,43.57,49.3266666666667,44.7,5.66666666666667,735.733333333333,87.8333333333333,6.0,40.0,3.7333333333333294,17.017449834384024,17.017449834384024,21,Monday,0,False,2016-01-11,January
2016-01-11 22:00:00,110,20,21.5,20.79,20.39,19.6666666666667,18.963333333333296,5.59,17.79,19.29,16.8233333333333,45.1266666666667,44.6333333333333,46.0,48.0933333333333,55.33333333333329,86.325,43.4,49.1633333333333,44.59,5.6,735.7999999999998,88.0,6.0,40.0,3.7,24.10400577355176,24.10400577355176,22,Monday,0,False,2016-01-11,January
2016-01-11 22:10:00,400,20,21.533333333333296,20.79,20.4266666666667,19.6,19.033333333333296,5.65666666666667,17.79,19.3566666666667,16.8233333333333,44.9666666666667,44.36,45.933333333333294,47.5,54.0933333333333,86.2266666666667,43.223333333333294,49.03,44.53,5.65,735.8833333333331,87.8333333333333,6.16666666666667,40.0,3.7166666666666694,29.97829127125442,29.97829127125442,22,Monday,0,False,2016-01-11,January
2016-01-11 22:20:00,400,20,21.6,20.89,20.5,19.6966666666667,19.1,5.8333333333333295,17.79,19.39,16.89,44.7666666666667,44.223333333333294,45.933333333333294,47.6266666666667,53.3666666666667,85.7666666666667,43.03,48.863333333333294,44.59,5.7,735.966666666667,87.6666666666667,6.3333333333333295,40.0,3.7333333333333294,24.677065352443606,24.677065352443606,22,Monday,0,False,2016-01-11,January
2016-01-11 22:30:00,390,30,21.6,20.963333333333296,20.5,20.0966666666667,19.158333333333296,5.9,17.79,19.39,16.89,44.56,43.963333333333296,45.79,47.5666666666667,52.4725,85.0333333333333,42.76,48.863333333333294,44.5225,5.75,736.0499999999998,87.5,6.5,40.0,3.75,9.310880070552226,9.310880070552226,22,Monday,0,False,2016-01-11,January
2016-01-11 22:40:00,240,20,21.6,21.0,20.5,20.5966666666667,19.2,6.0,17.79,19.34,16.8233333333333,44.36,43.83333333333329,45.73,47.223333333333294,51.99,84.1266666666667,42.6266666666667,48.95,44.433333333333294,5.8,736.1333333333331,87.3333333333333,6.66666666666667,40.0,3.7666666666666706,41.36866593034937,41.36866593034937,22,Monday,0,False,2016-01-11,January
2016-01-11 22:50:00,60,20,21.6,21.0,20.5,20.996666666666705,19.2225,6.0,17.7,19.29,16.89,44.2,43.7,45.59,47.03,51.52,84.06,42.6266666666667,49.23,44.5,5.85,736.216666666667,87.1666666666667,6.8333333333333295,40.0,3.7833333333333297,33.42333690961823,33.42333690961823,22,Monday,0,False,2016-01-11,January
2016-01-11 23:00:00,60,20,21.6,21.0,20.4175,21.1666666666667,19.29,5.96666666666667,17.7,19.3566666666667,16.89,44.2,43.59,45.545,46.5266666666667,51.23,84.79,42.76,49.43,44.5,5.9,736.2999999999998,87.0,7.0,40.0,3.8,39.711993036326014,39.711993036326014,23,Monday,0,False,2016-01-11,January
2016-01-11 23:10:00,60,20,21.6,21.0,20.39,21.033333333333296,19.29,5.9,17.7,19.39,16.89,44.2,43.59,45.6633333333333,46.4,51.06,85.5966666666667,43.03,49.89,45.0666666666667,5.8,736.4,87.8333333333333,6.8333333333333295,37.0,3.85,5.3971812943927935,5.3971812943927935,23,Monday,0,False,2016-01-11,January
2016-01-11 23:20:00,50,10,21.6,21.0,20.29,20.963333333333296,19.29,5.763333333333329,17.7,19.39,16.89,44.2,43.7,45.73,46.433333333333294,50.933333333333294,86.26,43.1633333333333,50.1633333333333,45.26,5.7,736.5,88.6666666666667,6.66666666666667,34.0,3.9,36.1855473020114,36.1855473020114,23,Monday,0,False,2016-01-11,January
2016-01-11 23:30:00,70,20,21.5,20.9266666666667,20.29,20.865,19.29,5.6233333333333295,17.7,19.39,16.89,44.23,43.76,45.79,46.5675,50.863333333333294,86.59333333333329,43.4,50.463333333333296,45.433333333333294,5.6,736.6,89.5,6.5,31.0,3.95,20.563721482176334,20.563721482176334,23,Monday,0,False,2016-01-11,January
2016-01-11 23:40:00,60,20,21.5,20.89,20.29,20.73,19.29,5.59,17.7,19.39,16.89,44.363333333333294,43.845,45.79,46.59,50.79,87.49666666666668,43.4666666666667,50.723333333333294,45.56,5.5,736.7,90.3333333333333,6.3333333333333295,28.0,4.0,41.047314705792814,41.047314705792814,23,Monday,0,False,2016-01-11,January
2016-01-11 23:50:00,40,20,21.39,20.79,20.23,20.7,19.2,5.59,17.7,19.39,16.89,44.433333333333294,43.79,45.6566666666667,46.79,50.6633333333333,87.8966666666667,43.6266666666667,50.963333333333296,45.6266666666667,5.4,736.7999999999998,91.1666666666667,6.16666666666667,25.0,4.05,32.35300969099626,32.35300969099626,23,Monday,0,False,2016-01-11,January
2016-01-12 00:00:00,40,10,21.39,20.79,20.2,20.6333333333333,19.2,5.59,17.7,19.39,16.89,44.56,43.863333333333294,45.6633333333333,46.79,50.53,88.6333333333333,43.76,51.1633333333333,45.7,5.3,736.9,92.0,6.0,22.0,4.1,39.14663811447098,39.14663811447098,0,Tuesday,1,False,2016-01-12,January
2016-01-12 00:10:00,30,20,21.29,20.7,20.2,20.566666666666695,19.2,5.53,17.7,19.463333333333296,16.89,44.8266666666667,44.0,45.59,46.933333333333294,50.5,89.0266666666667,43.933333333333294,51.5,45.79,5.26666666666667,737.0,92.0,6.0,25.0,4.06666666666667,27.65181558206677,27.65181558206677,0,Tuesday,1,False,2016-01-12,January
2016-01-12 00:20:00,40,20,21.29,20.6333333333333,20.1666666666667,20.5,19.2,5.53,17.76,19.39,16.89,44.9666666666667,44.0,45.5,47.1333333333333,50.433333333333294,89.4,44.33333333333329,51.56,45.863333333333294,5.23333333333333,737.1,92.0,6.0,28.0,4.03333333333333,26.48597900988534,26.48597900988534,0,Tuesday,1,False,2016-01-12,January
2016-01-12 00:30:00,50,20,21.26,20.6,20.1,20.5,19.1666666666667,5.53,17.79,19.39,16.89,45.09,44.03,45.5,47.23,50.363333333333294,89.19333333333331,44.963333333333296,51.86,45.9,5.2,737.2,92.0,6.0,31.0,4.0,39.467811584472656,39.467811584472656,0,Tuesday,1,False,2016-01-12,January
2016-01-12 00:40:00,310,10,21.2,20.6,20.1,20.4266666666667,19.1,5.4,17.79,19.39,16.89,45.09,44.09,45.5,47.23,50.29,89.4,45.223333333333294,52.0,45.9666666666667,5.16666666666667,737.2999999999998,92.0,6.0,34.0,3.9666666666666694,1.1665601166896522,1.1665601166896522,0,Tuesday,1,False,2016-01-12,January
2016-01-12 00:50:00,380,20,21.1666666666667,20.5,20.1,20.46,19.066666666666695,5.2,17.79,19.3566666666667,16.89,45.23,44.1266666666667,45.5,47.36,50.26,88.98999999999998,45.3266666666667,52.09,46.03,5.133333333333329,737.4,92.0,6.0,37.0,3.9333333333333296,23.861503251828253,23.861503251828253,0,Tuesday,1,False,2016-01-12,January
2016-01-12 01:00:00,380,20,21.075,20.5,20.1,20.7933333333333,19.0,4.86666666666667,17.79,19.29,16.89,45.3725,44.2,45.53,47.56,50.1266666666667,89.06333333333329,45.425,52.1633333333333,46.09,5.1,737.5,92.0,6.0,40.0,3.9,36.615686933510005,36.615686933510005,1,Tuesday,1,False,2016-01-12,January
2016-01-12 01:10:00,370,20,21.0,20.39,20.1,21.2633333333333,19.0,4.93333333333333,17.79,19.29,16.89,45.4,44.2,45.59,47.4666666666667,50.09,91.16,45.56,52.5,46.2,5.11666666666667,737.6333333333331,92.0,5.8333333333333295,40.0,3.9166666666666705,34.636577824130654,34.636577824130654,1,Tuesday,1,False,2016-01-12,January
2016-01-12 01:20:00,120,10,21.0,20.39,20.1,21.5966666666667,19.0,5.0,17.79,19.23,16.89,45.59,44.26,45.59,47.4,50.03,91.43333333333328,45.73,52.9,46.2,5.133333333333329,737.766666666667,92.0,5.66666666666667,40.0,3.9333333333333296,23.880981106776744,23.880981106776744,1,Tuesday,1,False,2016-01-12,January
2016-01-12 01:30:00,50,0,20.9266666666667,20.29,20.1666666666667,21.89,19.0,4.86666666666667,17.79,19.29,16.89,45.59,44.29,45.53,46.9666666666667,50.03,91.26,45.863333333333294,53.5,46.29,5.15,737.9,92.0,5.5,40.0,3.95,43.06047384161502,43.06047384161502,1,Tuesday,1,False,2016-01-12,January
2016-01-12 01:40:00,40,0,20.89,20.23,20.1333333333333,21.823333333333295,18.9266666666667,4.72666666666667,17.79,19.29,16.89,45.66666666666671,44.29,45.5,46.2266666666667,50.09,91.59333333333329,45.8266666666667,53.96,46.433333333333294,5.16666666666667,738.033333333333,92.0,5.3333333333333295,40.0,3.9666666666666694,21.90485536120832,21.90485536120832,1,Tuesday,1,False,2016-01-12,January
2016-01-12 01:50:00,50,0,20.89,20.2,20.2,21.6666666666667,18.89,4.46666666666667,17.79,19.29,16.89,46.06,44.4,45.5,46.06,50.09,91.76,45.9666666666667,54.463333333333296,46.6333333333333,5.18333333333333,738.1666666666669,92.0,5.16666666666667,40.0,3.9833333333333294,12.239863851573318,12.239863851573318,1,Tuesday,1,False,2016-01-12,January
2016-01-12 02:00:00,40,0,20.79,20.2,20.1666666666667,21.533333333333296,18.89,4.3333333333333295,17.79,19.2225,16.89,46.2,44.4666666666667,45.5,45.933333333333294,50.1725,91.76,46.0,54.7225,46.8266666666667,5.2,738.2999999999998,92.0,5.0,40.0,4.0,3.533952357247472,3.533952357247472,2,Tuesday,1,False,2016-01-12,January
2016-01-12 02:10:00,50,0,20.79,20.1,20.125,21.3566666666667,18.89,4.15666666666667,17.79,19.2,16.9633333333333,46.2,44.53,45.425,45.9,50.2,91.8333333333333,46.0,54.9666666666667,46.9666666666667,5.133333333333329,738.4,92.0,4.8333333333333295,40.0,3.9333333333333296,4.973308008629829,4.973308008629829,2,Tuesday,1,False,2016-01-12,January
2016-01-12 02:20:00,50,0,20.7,20.1,20.1333333333333,21.23,18.79,4.15666666666667,17.89,19.2,17.0,46.26,44.59,45.4,45.9,50.09,92.5666666666667,46.0,54.9666666666667,47.23,5.06666666666667,738.5,92.0,4.66666666666667,40.0,3.86666666666667,15.813585359137504,15.813585359137504,2,Tuesday,1,False,2016-01-12,January
2016-01-12 02:30:00,50,0,20.7,20.0,20.2,21.066666666666695,18.79,4.3333333333333295,17.89,19.2,17.0,46.2,44.433333333333294,45.5,45.9,50.09,93.53,46.06,54.9,47.363333333333294,5.0,738.6,92.0,4.5,40.0,3.8,25.93171315966174,25.93171315966174,2,Tuesday,1,False,2016-01-12,January
2016-01-12 02:40:00,40,0,20.6,20.0,20.2,20.9266666666667,18.79,4.3333333333333295,17.89,19.2,17.0,46.2,44.5,45.5,45.9,50.09,93.32333333333328,46.09,54.863333333333294,47.53,4.93333333333333,738.7,92.0,4.3333333333333295,40.0,3.7333333333333294,33.100253820884966,33.100253820884966,2,Tuesday,1,False,2016-01-12,January
2016-01-12 02:50:00,40,0,20.6,20.0,20.2,20.745,18.73,4.19,17.8233333333333,19.1333333333333,17.0,46.1266666666667,44.5,45.4,45.9,50.09,93.1266666666667,45.963333333333296,54.79,47.6633333333333,4.86666666666667,738.7999999999998,92.0,4.16666666666667,40.0,3.6666666666666705,20.34150935942307,20.34150935942307,2,Tuesday,1,False,2016-01-12,January
2016-01-12 03:00:00,30,0,20.566666666666695,19.89,20.2,20.6666666666667,18.7,4.06333333333333,17.8566666666667,19.2,17.0,46.0666666666667,44.59,45.4,46.0,50.09,92.8666666666667,45.9666666666667,54.9,47.8266666666667,4.8,738.9,92.0,4.0,40.0,3.6,45.64379621297121,45.64379621297121,3,Tuesday,1,False,2016-01-12,January
2016-01-12 03:10:00,20,0,20.5,19.823333333333295,20.29,20.533333333333296,18.7,3.8633333333333297,17.8566666666667,19.2,17.0,46.2,44.53,45.4666666666667,46.0,50.09,92.96666666666668,45.9666666666667,54.9666666666667,47.9,4.81666666666667,739.016666666667,92.1666666666667,4.3333333333333295,40.0,3.6333333333333298,14.680168638005853,14.680168638005853,3,Tuesday,1,False,2016-01-12,January
2016-01-12 03:20:00,20,0,20.5,19.79,20.29,20.39,18.7,3.79,17.89,19.2,17.0,46.29,44.53,45.4,46.03,50.09,93.09333333333329,46.2,55.09,48.03,4.8333333333333295,739.1333333333331,92.3333333333333,4.66666666666667,40.0,3.6666666666666705,22.953286312986165,22.953286312986165,3,Tuesday,1,False,2016-01-12,January
2016-01-12 03:30:00,40,0,20.4266666666667,19.79,20.2,20.39,18.6333333333333,3.895,17.89,19.2,17.0,46.23,44.53,45.4,46.1633333333333,50.03,94.045,46.2,55.03,48.09,4.85,739.25,92.5,5.0,40.0,3.7,16.619733709376305,16.619733709376305,3,Tuesday,1,False,2016-01-12,January
2016-01-12 03:40:00,50,0,20.39,19.76,20.2,20.29,18.6,4.19,17.89,19.2,17.0666666666667,46.29,44.59,45.4,46.2,50.0,94.6566666666667,46.2,54.863333333333294,48.29,4.86666666666667,739.366666666667,92.6666666666667,5.3333333333333295,40.0,3.7333333333333294,32.543523353524506,32.543523353524506,3,Tuesday,1,False,2016-01-12,January
2016-01-12 03:50:00,50,0,20.39,19.7,20.2,20.23,18.6,4.263333333333329,17.89,19.2,17.0666666666667,46.363333333333294,44.59,45.5,46.26,50.0,94.79666666666668,46.1266666666667,54.73,48.363333333333294,4.883333333333329,739.483333333333,92.8333333333333,5.66666666666667,40.0,3.7666666666666706,12.90083903586492,12.90083903586492,3,Tuesday,1,False,2016-01-12,January
2016-01-12 04:00:00,40,0,20.29,19.7,20.26,20.1,18.6,4.463333333333329,17.89,19.1,17.0333333333333,46.5,44.7,45.5,46.29,50.0,95.03,46.09,54.56,48.463333333333296,4.9,739.6,93.0,6.0,40.0,3.8,23.927262413781136,23.927262413781136,4,Tuesday,1,False,2016-01-12,January
2016-01-12 04:10:00,50,0,20.29,19.6333333333333,20.29,20.033333333333296,18.533333333333296,4.59,17.89,19.1,17.0333333333333,46.545,44.6266666666667,45.5,46.29,50.0,95.03,45.92,54.5,48.59,4.91666666666667,739.65,92.6666666666667,5.8333333333333295,40.0,3.7666666666666706,38.315533532295376,38.315533532295376,4,Tuesday,1,False,2016-01-12,January
2016-01-12 04:20:00,40,0,20.23,19.6,20.29,20.0,18.5,4.72666666666667,17.89,19.1,17.0333333333333,46.5,44.59,45.5,46.4,50.0,94.8666666666667,45.73,54.5,48.7666666666667,4.93333333333333,739.7,92.3333333333333,5.66666666666667,40.0,3.7333333333333294,4.212345718406141,4.212345718406141,4,Tuesday,1,False,2016-01-12,January
2016-01-12 04:30:00,40,0,20.2,19.6,20.29,19.9266666666667,18.5,4.8,17.89,19.1,17.0333333333333,46.433333333333294,44.59,45.5,46.4666666666667,50.0,94.7266666666667,45.7,54.5,48.9,4.95,739.75,92.0,5.5,40.0,3.7,43.7660665018484,43.7660665018484,4,Tuesday,1,False,2016-01-12,January
2016-01-12 04:40:00,40,0,20.2,19.566666666666695,20.29,19.8566666666667,18.5,4.8,17.89,19.1,17.1,46.56,44.7,45.56,46.4666666666667,50.0,94.49333333333328,45.7,54.4,49.045,4.96666666666667,739.7999999999998,91.6666666666667,5.3333333333333295,40.0,3.6666666666666705,16.953646892216057,16.953646892216057,4,Tuesday,1,False,2016-01-12,January
2016-01-12 04:50:00,60,0,20.1666666666667,19.5,20.29,19.79,18.5,4.8,17.89,19.1,17.1,46.363333333333294,44.7,45.59,46.4666666666667,50.0,94.2266666666667,45.59,54.4,49.2,4.98333333333333,739.85,91.3333333333333,5.16666666666667,40.0,3.6333333333333298,41.97201750939712,41.97201750939712,4,Tuesday,1,False,2016-01-12,January
2016-01-12 05:00:00,50,0,20.1,19.5,20.29,19.76,18.5,4.8,17.89,19.1,17.1,46.363333333333294,44.79,45.59,46.59,50.0,94.1266666666667,45.6633333333333,54.29,49.26,5.0,739.9,91.0,5.0,40.0,3.6,17.33417445793748,17.33417445793748,5,Tuesday,1,False,2016-01-12,January
2016-01-12 05:10:00,50,0,20.1,19.4266666666667,20.29,19.7,18.4725,4.8,17.89,19.1,17.1,46.5,44.73,45.59,46.6633333333333,49.975,94.0,45.59,54.23,49.29,4.98333333333333,739.966666666667,91.6666666666667,4.8333333333333295,40.0,3.6833333333333296,16.688746539875865,16.688746539875865,5,Tuesday,1,False,2016-01-12,January
